gene_ID,n_cells,n_states,pct_cells_covered
100101100001000010,1,1135,93.89454649281431
310111110000000000,1,1136,93.89930522508804
100111110100000000,1,1137,93.90406395736176
000000310000000000,1,1138,93.90882268963549
000300110000000000,1,1139,93.9135814219092
400100030000000000,1,1140,93.91834015418293
000101000000101000,1,1141,93.92309888645664
110010010000000100,1,1142,93.92785761873037
000010010010000000,1,1143,93.93261635100409
001000010000100000,1,1144,93.93737508327781
100101000100000100,1,1145,93.94213381555154
000100100000100010,1,1146,93.94689254782526
100001100101000000,1,1147,93.95165128009899
400010110101000000,1,1148,93.9564100123727
100100110101000000,1,1149,93.96116874464643
300001100000000010,1,1150,93.96592747692014
101000100010010100,1,1151,93.97068620919387
100011010001000000,1,1152,93.97544494146759
300111000100000000,1,1153,93.98020367374131
300101000000100010,1,1154,93.98496240601504
030000000000000000,1,1155,93.98972113828876
000101000001000010,1,1156,93.99447987056249
310110000000000000,1,1157,93.9992386028362
401113110000000000,1,1158,94.00399733510993
100001100001000000,1,1159,94.00875606738364
100011100000100001,1,1160,94.01351479965737
300001100010100000,1,1161,94.01827353193109
110301110010100000,1,1162,94.02303226420482
100100000001001010,1,1163,94.02779099647854
110110000000001000,1,1164,94.03254972875226
011000100010000000,1,1165,94.03730846102599
400001010000000000,1,1166,94.0420671932997
100110000101000001,1,1167,94.04682592557343
300000111000000010,1,1168,94.05158465784714
100110001010000010,1,1169,94.05634339012087
300111110000000000,1,1170,94.0611021223946
100110000100000001,1,1171,94.06586085466832
100010000001100000,1,1172,94.07061958694204
100100000000100100,1,1173,94.07537831921576
000000100001000010,1,1174,94.08013705148949
300100311000000000,1,1175,94.0848957837632
100000010010000010,1,1176,94.08965451603693
100101010000100010,1,1177,94.09441324831064
100001110100100001,1,1178,94.09917198058437
110001310000001000,1,1179,94.1039307128581
110001010000100010,1,1180,94.10868944513182
400110100000301000,1,1181,94.11344817740554
100111000100000000,1,1182,94.11820690967926
100001000010000010,1,1183,94.12296564195299
010100010100000010,1,1184,94.1277243742267
100110100000000010,1,1185,94.13248310650043
100000010000001010,1,1186,94.13724183877414
100011100001000010,1,1187,94.14200057104787
010110100001000000,1,1188,94.1467593033216
100010000011000000,1,1189,94.15151803559532
110111000010000000,1,1190,94.15627676786904
300411000000000010,1,1191,94.16103550014276
000101010000000010,1,1192,94.16579423241649
110010000001000010,1,1193,94.1705529646902
110000010000000100,1,1194,94.17531169696393
100000100001100000,1,1195,94.18007042923765
100100010000100110,1,1196,94.18482916151137
300101100000001010,1,1197,94.1895878937851
000310000000000000,1,1198,94.19434662605882
000100110000000110,1,1199,94.19910535833255
000011100010000000,1,1200,94.20386409060626
110000100001100000,1,1201,94.20862282287999
100401100000000000,1,1202,94.2133815551537
400101100000100000,1,1203,94.21814028742743
100100101101000000,1,1204,94.22289901970115
100100010001001000,1,1205,94.22765775197487
100100011000000010,1,1206,94.2324164842486
300010010000000100,1,1207,94.23717521652232
300030010001000000,1,1208,94.24193394879605
000010000101000000,1,1209,94.24669268106976
010111000000100000,1,1210,94.25145141334349
000001010100000101,1,1211,94.2562101456172
010101110000000000,1,1212,94.26096887789093
100030110100100100,1,1213,94.26572761016465
610000000000000000,1,1214,94.27048634243837
100101030101000000,1,1215,94.2752450747121
