,filename,image_shape,final_gel_intensity,final_vascular_intensity,initial_gel_intensity,initial_vascular_intensity,vascular_volume_um3,gel_volume_um3,vasculature_surface_area_um2,p_um/s,p_cm/s,bead,rln,mcl,ligand
78,m4_2024.12.04_fl4_fl12__FL12_device4/P 3,"(3, 20, 512, 512)",16669962.0,68062937.0,13590293.0,80731207.0,46239536.144011416,89563282.0994238,3300846.7494893246,0.0034571556277774,3.4571556277774226e-07,False,False,False,unknown
80,m4_2024.12.04_fl4_fl12__Bead_device5/P 1,"(3, 23, 512, 512)",12378938.0,82295259.0,11660972.0,88996567.0,46331995.69536016,111075816.35953064,3059748.154955856,0.0009361722820714,9.361722820714809e-08,True,False,False,unknown
81,m4_2024.12.04_fl4_fl12__Bead_device5/P 2,"(3, 23, 512, 512)",9020035.0,42032106.0,7970395.0,44264435.0,28358438.18349699,129049373.8713938,2411076.275191272,0.0042997926241799,4.299792624179909e-07,True,False,False,unknown
82,m4_2024.12.04_fl4_fl12__Bead_device5/P 3,"(3, 10, 512, 512)",2601581.0,9615160.0,1955264.0,7633583.0,10700465.265337093,57200943.85638051,1250739.7892491496,0.0144597079207023,1.4459707920702342e-06,True,False,False,unknown
83,m4_2024.12.04_fl4_fl12__Bead_device5/P 4,"(3, 21, 512, 512)",11393746.0,36386151.0,6803606.0,39674023.0,26021011.74644568,115954661.87169112,2290754.9701474537,0.0196348593062066,1.963485930620667e-06,True,False,False,unknown
85,m4_2024.12.04_fl4_fl12__rLN3_device5/P 2,"(3, 26, 512, 512)",12842852.0,77304807.0,8966990.0,69332977.0,49958063.147962265,125968315.0310333,3616168.257879679,0.0062127830664842,6.212783066484251e-07,False,True,False,unknown
86,m4_2024.12.04_fl4_fl12__rLN3_device5/P 1,"(3, 22, 512, 512)",11426534.0,47659108.0,8638550.0,50308966.0,32002507.75681885,116146021.23601954,2649398.2941344,0.0081473622192342,8.147362219234277e-07,False,True,False,unknown
87,m4_2024.12.04_fl4_fl12__rLN3_device5/P 3,"(3, 25, 512, 512)",8638681.0,41708177.0,7290082.0,43440601.0,37215446.25625452,132538076.54803948,2980487.7068569995,0.004608070603258,4.608070603258049e-07,False,True,False,unknown
88,m4_2024.12.04_fl4_fl12__rLN3_device5/P 4,"(3, 27, 512, 512)",10205401.0,54355808.0,9157906.0,54055770.0,35729971.06529964,146369262.48839757,3128051.963524216,0.003032492275849,3.0324922758490173e-07,False,True,False,unknown
90,m4_2024.12.04_fl4_fl12__FL4_device5/P 1,"(3, 22, 512, 512)",7306449.0,37522050.0,5590775.0,41259728.0,36695374.52542849,111453154.4674099,3509181.5918889814,0.0042435412665993,4.243541266599341e-07,False,False,False,unknown
91,m4_2024.12.04_fl4_fl12__FL4_device5/P 2,"(3, 18, 512, 512)",8370075.0,32255649.0,5316912.0,28135485.0,27911104.910360064,95546002.58367191,2911668.222194576,0.012196343395697,1.2196343395697058e-06,False,False,False,unknown
92,m4_2024.12.04_fl4_fl12__FL4_device5/P 3,"(3, 19, 512, 512)",4931814.0,13601498.0,4643380.0,17207433.0,34560692.70498553,95069270.16374806,5901250.119031748,0.0010273308502634,1.0273308502634781e-07,False,False,False,unknown
93,m4_2024.12.04_fl4_fl12__FL4_device5/P 4,"(3, 20, 512, 512)",7924744.0,19638373.0,2542551.0,13314003.0,21036673.10044019,114766145.142995,2694713.333900011,0.0591131005175221,5.911310051752218e-06,False,False,False,unknown
95,m4_2024.12.04_fl4_fl12__FL12_device5/P 1,"(3, 26, 512, 512)",18697758.0,76266602.0,19516828.0,104173230.0,60540755.21934271,115385622.95965289,4386554.624781871,-0.0007069470219567,-7.069470219567176e-08,False,False,False,unknown
96,m4_2024.12.04_fl4_fl12__FL12_device5/P 2,"(3, 27, 512, 512)",13914211.0,74939301.0,10211191.0,72030423.0,50258494.87746258,131840738.67623462,3516942.2325522,0.0062375543709779,6.237554370977977e-07,False,False,False,unknown
97,m4_2024.12.04_fl4_fl12__FL12_device5/P 3,"(3, 21, 512, 512)",14354441.0,70751279.0,12071646.0,63111112.0,41349576.17667797,100626097.44145882,2934556.846731867,0.0042601647342962,4.2601647342962667e-07,False,False,False,unknown
98,m4_2024.12.04_fl4_fl12__FL12_device5/P 4,"(3, 23, 512, 512)",10979776.0,66209133.0,8329085.0,63568711.0,41581413.82160452,115826398.23328626,3083169.483270287,0.0050074431348049,5.007443134804912e-07,False,False,False,unknown
100,m4_2024.12.04_fl4_fl12__Bead_device6/P 1,"(3, 20, 512, 512)",13882010.0,50770915.0,7090871.0,44353122.0,30040983.025601152,105761835.21783406,2513813.292272406,0.0212993814729007,2.1299381472900776e-06,True,False,False,unknown
101,m4_2024.12.04_fl4_fl12__Bead_device6/P 2,"(3, 18, 512, 512)",8124838.0,40541812.0,5499004.0,39595431.0,32065144.305039316,91391963.18899268,2793322.651693942,0.006999109672426,6.999109672426064e-07,True,False,False,unknown
102,m4_2024.12.04_fl4_fl12__Bead_device6/P 4,"(3, 26, 512, 512)",11568604.0,79025001.0,10791894.0,93111922.0,52327667.34559375,123598710.83340184,3572455.325513976,0.000906771832276,9.067718322760704e-08,True,False,False,unknown
103,m4_2024.12.04_fl4_fl12__Bead_device6/P 3,"(3, 26, 512, 512)",11285877.0,94699401.0,9069881.0,98599565.0,60665533.81671875,115260844.36227682,3867326.275947741,0.0020491342040695,2.049134204069592e-07,True,False,False,unknown
105,m4_2024.12.04_fl4_fl12__rLN3_device6/P 2,"(3, 20, 512, 512)",12749027.0,44058175.0,7811578.0,43274666.0,30713219.182968788,105089599.0604664,2368826.4304541843,0.0171573443321545,1.7157344332154577e-06,False,True,False,unknown
106,m4_2024.12.04_fl4_fl12__rLN3_device6/P 1,"(3, 27, 512, 512)",12829058.0,69419366.0,8601516.0,67520090.0,47578651.38554362,134520582.16815358,3455431.033291688,0.0077592494101339,7.759249410133915e-07,False,True,False,unknown
107,m4_2024.12.04_fl4_fl12__rLN3_device6/P 4,"(3, 32, 512, 512)",13254193.0,54579656.0,9503660.0,57924551.0,40804249.67218034,175245688.44237566,3900306.654291316,0.0096673246075887,9.667324607588797e-07,False,True,False,unknown
108,m4_2024.12.04_fl4_fl12__rLN3_device6/P 3,"(3, 25, 512, 512)",20913218.0,55137500.0,13536257.0,52792499.0,41565613.39910229,128187909.40519167,3799608.803811079,0.0176106118055978,1.7610611805597803e-06,False,True,False,unknown
110,m4_2024.12.04_fl4_fl12__FL4_device6/P 3,"(3, 22, 512, 512)",9535006.0,29846323.0,5807575.0,30662025.0,24277843.67374242,123870685.31909595,2389100.8123506694,0.0215991678417286,2.1599167841728648e-06,False,False,False,unknown
111,m4_2024.12.04_fl4_fl12__FL4_device6/P 4,"(3, 18, 512, 512)",8319718.0,23938875.0,4213197.0,22651388.0,21882831.64320496,101574275.85082704,2137350.6611915994,0.0294009384399052,2.9400938439905286e-06,False,False,False,unknown
112,m4_2024.12.04_fl4_fl12__FL4_device6/P 1,"(3, 21, 512, 512)",11506521.0,40207068.0,6635882.0,37986034.0,30105503.37978314,111870170.23835364,2878565.478864849,0.0167718888829678,1.6771888882967878e-06,False,False,False,unknown
113,m4_2024.12.04_fl4_fl12__FL4_device6/P 2,"(3, 23, 512, 512)",10676924.0,48776881.0,7763278.0,50034227.0,37285111.7554689,120122700.29942188,2996782.4817080526,0.0076747131335814,7.674713133581429e-07,False,False,False,unknown
0,m4_2025.02.05_mcl2_mcl4__Bead 1/P 2,"(3, 30, 512, 512)",11716095.0,62255608.0,10158888.0,65500361.0,49314166.496528216,154390060.86862457,3686783.682306293,0.0032731417517288,3.27314175172888e-07,True,False,True,unknown
1,m4_2025.02.05_mcl2_mcl4__Bead 1/P 1,"(3, 23, 512, 512)",8490459.0,42595628.0,7831778.0,42037646.0,30814191.182506144,126593620.87238464,2712688.306233421,0.0024962262540789,2.496226254078979e-07,True,False,True,unknown
2,m4_2025.02.05_mcl2_mcl4__Bead 1/P 4,"(3, 29, 512, 512)",11124792.0,36255430.0,10873408.0,39260051.0,32496936.17899372,165034435.81145746,3584141.579998347,0.001132688553627,1.1326885536270592e-07,True,False,True,unknown
3,m4_2025.02.05_mcl2_mcl4__Bead 1/P 3,"(3, 20, 512, 512)",6613121.0,38647871.0,4764397.0,35153426.0,30265520.922426816,105537297.32100838,2613408.889218884,0.0068241939148561,6.824193914856118e-07,True,False,True,unknown
5,m4_2025.02.05_mcl2_mcl4__rLN1.1/P 4,"(3, 27, 512, 512)",11013393.0,65731276.0,9738633.0,71583008.0,41209067.799523264,140890165.75417393,2906657.146290921,0.0027753169889277,2.775316988927709e-07,False,True,True,unknown
6,m4_2025.02.05_mcl2_mcl4__rLN1.1/P 3,"(3, 25, 512, 512)",12231868.0,70765134.0,9361165.0,75038962.0,43403654.64954249,126349868.15475152,3091939.803869187,0.004961476609839,4.96147660983908e-07,False,True,True,unknown
7,m4_2025.02.05_mcl2_mcl4__rLN1.1/P 2,"(3, 30, 512, 512)",12364706.0,74672487.0,10956747.0,79627665.0,54566217.5172399,149138009.84791288,4081642.782042505,0.002080980470099,2.080980470099072e-07,False,True,True,unknown
8,m4_2025.02.05_mcl2_mcl4__rLN1.1/P 1,"(3, 22, 512, 512)",7314098.0,62907040.0,7120309.0,74731204.0,42301086.56784063,105847442.42499776,2766151.840933788,0.0003046591939388,3.046591939388567e-08,False,True,True,unknown
10,m4_2025.02.05_mcl2_mcl4__MCL2.1/P 3,"(3, 30, 512, 512)",8985191.0,21156186.0,6143352.0,23629084.0,28889506.631623384,174814720.7335294,3489675.5371819,0.0226154952767843,2.261549527678433e-06,False,False,True,unknown
11,m4_2025.02.05_mcl2_mcl4__MCL2.1/P 2,"(3, 23, 512, 512)",7171164.0,16344482.0,4422551.0,17648494.0,23606879.085398808,133800932.96949196,2793542.859312284,0.027649561724548,2.7649561724548097e-06,False,False,True,unknown
12,m4_2025.02.05_mcl2_mcl4__MCL2.1/P 1,"(3, 20, 512, 512)",5954267.0,20147847.0,4464908.0,23457482.0,26580619.854889065,109222198.38854614,2872826.4711715104,0.0082816063997993,8.281606399799326e-07,False,False,True,unknown
14,m4_2025.02.05_mcl2_mcl4__MCL4.1/P 1,"(3, 32, 512, 512)",17594793.0,56564296.0,10723171.0,72854723.0,59332517.39698696,156717420.71756902,5036996.501905017,0.0095585096881576,9.55850968815769e-07,False,False,True,unknown
15,m4_2025.02.05_mcl2_mcl4__MCL4.1/P 2,"(3, 35, 512, 512)",19363677.0,58364563.0,10709421.0,69699913.0,59924915.502948016,177730016.42306358,5336706.521669446,0.013571650878539,1.3571650878539005e-06,False,False,True,unknown
16,m4_2025.02.05_mcl2_mcl4__MCL4.1/P 3,"(3, 24, 512, 512)",14411385.0,42205632.0,8167027.0,52604000.0,40105946.34982021,123474721.0797722,3077325.975330998,0.0156619335393057,1.5661933539305725e-06,False,False,True,unknown
17,m4_2025.02.05_mcl2_mcl4__MCL4.1/P 4,"(3, 29, 512, 512)",14420623.0,31499146.0,8995070.0,37430219.0,36235113.633880645,161296258.35657054,3643594.141110396,0.0234628248814031,2.346282488140319e-06,False,False,True,unknown
19,m4_2025.02.05_mcl2_mcl4__Bead 2/P 1,"(3, 35, 512, 512)",13382133.0,48370611.0,10956863.0,50908319.0,41632194.16605469,196022737.7599569,3659562.7241422967,0.0090323807742144,9.03238077421447e-07,True,False,True,unknown
20,m4_2025.02.05_mcl2_mcl4__Bead 2/P 2,"(3, 25, 512, 512)",7987109.0,29390307.0,6150760.0,31647758.0,31018442.84388371,138735079.96041027,3299479.5130666923,0.0084121018996783,8.412101899678384e-07,True,False,True,unknown
21,m4_2025.02.05_mcl2_mcl4__Bead 2/P 3,"(3, 25, 512, 512)",7693611.0,36262145.0,5752485.0,38722492.0,40669698.83137893,129083823.97291504,3582281.603102247,0.0058931064533584,5.893106453358496e-07,True,False,True,unknown
22,m4_2025.02.05_mcl2_mcl4__Bead 2/P 4,"(3, 23, 512, 512)",5640005.0,18010009.0,5829083.0,23900172.0,25236147.540153798,132171664.51473698,2512853.1538013546,-0.0015287111161897,-1.5287111161897057e-07,True,False,True,unknown
24,m4_2025.02.05_mcl2_mcl4__rLN1.2/P 1,"(3, 28, 512, 512)",14363241.0,39598233.0,7673549.0,51051924.0,38950525.73711051,152407990.8786391,3547195.6142722825,0.0184057255735647,1.840572557356476e-06,False,True,True,unknown
25,m4_2025.02.05_mcl2_mcl4__rLN1.2/P 2,"(3, 22, 512, 512)",8909451.0,20105000.0,5001203.0,24411275.0,20296902.499352142,127851626.49348624,1873932.2997826196,0.0381596890933595,3.815968909335957e-06,False,True,True,unknown
26,m4_2025.02.05_mcl2_mcl4__rLN1.2/P 4,"(3, 30, 512, 512)",14947139.0,53953178.0,8810490.0,64081539.0,50475909.63299625,153228317.73215652,3801509.2678226577,0.0124312286753498,1.2431228675349816e-06,False,True,True,unknown
27,m4_2025.02.05_mcl2_mcl4__rLN1.2/P 3,"(3, 26, 512, 512)",10768749.0,43307819.0,6336985.0,45415149.0,39351411.41950876,136574966.75948682,3250878.4374621045,0.0132345855907049,1.3234585590704916e-06,False,True,True,unknown
29,m4_2025.02.05_mcl2_mcl4__MCL2.2/P 3,"(3, 20, 512, 512)",13406902.0,32501300.0,10203643.0,37761056.0,43983890.433264494,91818927.81017072,5560071.354262071,0.0053321574053048,5.332157405304893e-07,False,False,True,unknown
30,m4_2025.02.05_mcl2_mcl4__MCL2.2/P 1,"(3, 32, 512, 512)",10740534.0,50488161.0,6822600.0,55381273.0,58175978.274487615,157873959.84006837,5206851.275556994,0.0067955268734572,6.795526873457289e-07,False,False,True,unknown
31,m4_2025.02.05_mcl2_mcl4__MCL2.2/P 2,"(3, 26, 512, 512)",7829562.0,33534802.0,5879446.0,39577978.0,39716481.24106365,136209896.93793193,3699611.4394233623,0.0059183345777619,5.918334577761936e-07,False,False,True,unknown
33,m4_2025.02.05_mcl2_mcl4__MCL4.2/P 4,"(3, 24, 512, 512)",10498156.0,41290223.0,7967370.0,46933006.0,38390576.1888366,125190091.2407558,2994413.776723113,0.0075427427673283,7.54274276732832e-07,False,False,True,unknown
34,m4_2025.02.05_mcl2_mcl4__MCL4.2/P 3,"(3, 30, 512, 512)",16506699.0,64725079.0,11555933.0,71221576.0,46710781.97907236,156993445.3860804,3460987.991269664,0.0104550713719131,1.0455071371913135e-06,False,False,True,unknown
35,m4_2025.02.05_mcl2_mcl4__MCL4.2/P 2,"(3, 24, 512, 512)",12194978.0,31724136.0,7770188.0,32338100.0,23802453.46556614,139778213.96402627,2186499.0694192834,0.0319824776766507,3.198247767665071e-06,False,False,True,unknown
36,m4_2025.02.05_mcl2_mcl4__MCL4.2/P 1,"(3, 28, 512, 512)",10413166.0,37071820.0,7674359.0,42694843.0,34739854.42571313,156618662.19003648,3340442.638145166,0.0101853574740396,1.0185357474039664e-06,False,False,True,unknown
38,m4_2025.02.05_mcl2_mcl4__Bead 3/P 3,"(3, 31, 512, 512)",13058252.0,48124344.0,9776513.0,63347340.0,49137912.9012537,160739169.8386007,3708540.5485021793,0.0073755069357678,7.375506935767821e-07,True,False,True,unknown
39,m4_2025.02.05_mcl2_mcl4__Bead 3/P 2,"(3, 15, 512, 512)",2707096.0,11788321.0,2541078.0,12188185.0,13757788.15058244,88094325.53199396,1261726.9557539518,0.0033376295725895,3.33762957258959e-07,True,False,True,unknown
40,m4_2025.02.05_mcl2_mcl4__Bead 3/P 1,"(3, 24, 512, 512)",10482453.0,38131236.0,4191210.0,25426890.0,34932273.43089492,128648393.99869747,3684853.821041866,0.0287310760759759,2.8731076075975905e-06,True,False,True,unknown
41,m4_2025.02.05_mcl2_mcl4__Bead 3/P 4,"(3, 16, 512, 512)",4992792.0,17409567.0,4242836.0,26802491.0,24795513.55196752,83229455.50531048,2194655.347366512,0.0035019630173376,3.50196301733765e-07,True,False,True,unknown
43,m4_2025.02.05_mcl2_mcl4__rLN1.3/P 1,"(3, 19, 512, 512)",3599835.0,7612344.0,2646281.0,14164901.0,19558709.585756864,110071253.28297672,2240939.961487524,0.0112949946776893,1.1294994677689346e-06,False,True,True,unknown
44,m4_2025.02.05_mcl2_mcl4__rLN1.3/P 2,"(3, 14, 512, 512)",6095792.0,7464136.0,2182285.0,8443980.0,18395506.499668647,77283751.80820616,2781880.187652181,0.0482304684378972,4.82304684378972e-06,False,True,True,unknown
45,m4_2025.02.05_mcl2_mcl4__rLN1.3/P 3,"(3, 25, 512, 512)",10913366.0,55505837.0,6269227.0,54074367.0,42764467.51301223,126989055.29128176,3388112.5856987685,0.0101143172936121,1.0114317293612163e-06,False,True,True,unknown
47,m4_2025.02.05_mcl2_mcl4__MCL2.3/P 3,"(3, 31, 512, 512)",13156965.0,56382239.0,11026749.0,63389969.0,53890237.29552375,155986845.44433063,4910398.549761448,0.0035897650840511,3.589765084051116e-07,False,False,True,unknown
48,m4_2025.02.05_mcl2_mcl4__MCL2.3/P 4,"(3, 20, 512, 512)",7492996.0,33279014.0,6102574.0,39418116.0,28740638.86551444,107062179.37792076,2290590.140646208,0.0054185856138724,5.418585613872469e-07,False,False,True,unknown
49,m4_2025.02.05_mcl2_mcl4__MCL2.3/P 2,"(3, 21, 512, 512)",9068692.0,39217252.0,5573948.0,36729753.0,33249116.351853263,108726557.26628353,3009805.587483829,0.0112556630294406,1.1255663029440614e-06,False,False,True,unknown
50,m4_2025.02.05_mcl2_mcl4__MCL2.3/P 1,"(3, 29, 512, 512)",14142621.0,63458854.0,10894669.0,64939983.0,51926075.23595993,145605296.75449127,4251660.447267938,0.0057169929686071,5.716992968607118e-07,False,False,True,unknown
53,m4_2025.02.05_mcl2_mcl4__MCL4.3/P 2,"(3, 17, 512, 512)",9576277.0,21829188.0,2487218.0,12780866.0,17291301.861537717,96906522.57044189,1560778.7703993577,0.1187759293716954,1.187759293716954e-05,False,False,True,unknown
54,m4_2025.02.05_mcl2_mcl4__MCL4.3/P 1,"(3, 12, 512, 512)",4367786.0,12475639.0,2064426.0,13760598.0,18372594.709661685,61874525.16145911,1707297.0782403827,0.0198252355311011,1.982523553110117e-06,False,False,True,unknown
55,m4_2025.02.05_mcl2_mcl4__Bead 4/P 4,"(3, 28, 512, 512)",11706321.0,48454928.0,7793741.0,50457498.0,40880131.73106773,150478384.88468188,3400251.9399437327,0.0112736528358848,1.1273652835884886e-06,True,False,True,unknown
56,m4_2025.02.05_mcl2_mcl4__Bead 4/P 1,"(3, 25, 512, 512)",10092597.0,41259477.0,7450270.0,43061703.0,32638939.82713038,137114582.9771636,2666937.948527899,0.010596570888378,1.0596570888378068e-06,True,False,True,unknown
57,m4_2025.02.05_mcl2_mcl4__Bead 4/P 3,"(3, 27, 512, 512)",12309394.0,42594921.0,7711081.0,39203684.0,35054379.378563054,147044854.17513415,3440917.8693389567,0.0173325712772815,1.7332571277281523e-06,True,False,True,unknown
58,m4_2025.02.05_mcl2_mcl4__Bead 4/P 2,"(3, 22, 512, 512)",8710579.0,40412779.0,6806731.0,43728685.0,28131039.25636727,120017489.73647112,2356162.013364799,0.0072959942565075,7.295994256507575e-07,True,False,True,unknown
60,m4_2025.02.05_mcl2_mcl4__rLN1.4/P 3,"(3, 34, 512, 512)",15274221.0,68742339.0,10657069.0,71830299.0,52194199.69322021,179287876.85808977,4134258.303984789,0.0090920868588203,9.092086858820398e-07,False,True,True,unknown
61,m4_2025.02.05_mcl2_mcl4__rLN1.4/P 4,"(3, 26, 512, 512)",11687289.0,62254293.0,7353487.0,54781077.0,40822581.45894337,135103796.7200522,3129620.811577326,0.0109574965044557,1.0957496504455762e-06,False,True,True,unknown
62,m4_2025.02.05_mcl2_mcl4__rLN1.4/P 2,"(3, 34, 512, 512)",12242302.0,57587961.0,8324721.0,55730169.0,50719191.399139024,180762885.15217096,5065091.871839262,0.0081923625979058,8.192362597905895e-07,False,True,True,unknown
63,m4_2025.02.05_mcl2_mcl4__rLN1.4/P 1,"(3, 29, 512, 512)",12143559.0,68031014.0,10076744.0,70262119.0,50155450.69136755,147375921.29908365,4076279.557237828,0.0034488214051535,3.44882140515355e-07,False,True,True,unknown
65,m4_2025.02.05_mcl2_mcl4__MCL2.4/P 4,"(3, 22, 512, 512)",10286199.0,38988245.0,6859542.0,45745774.0,36045414.3735558,112103114.61928256,2774917.71574247,0.0098887145481021,9.888714548102154e-07,False,False,True,unknown
66,m4_2025.02.05_mcl2_mcl4__MCL2.4/P 3,"(3, 34, 512, 512)",13696424.0,62345823.0,12846054.0,79222078.0,62590394.9744104,168891681.5768996,4436879.512770252,0.0013546428843418,1.3546428843418945e-07,False,False,True,unknown
67,m4_2025.02.05_mcl2_mcl4__MCL2.4/P 2,"(3, 17, 512, 512)",4399211.0,21366472.0,3383870.0,29743844.0,33376308.575617496,80821515.8563621,2152049.421826884,0.0040182707514956,4.0182707514956084e-07,False,False,True,unknown
68,m4_2025.02.05_mcl2_mcl4__MCL2.4/P 1,"(3, 33, 512, 512)",16773970.0,76812569.0,13405723.0,88698167.0,66520426.29269066,158788794.88391772,4583774.104251254,0.0043047375849631,4.304737584963158e-07,False,False,True,unknown
70,m4_2025.02.05_mcl2_mcl4__MCL4.4/P 3,"(3, 22, 512, 512)",12124393.0,27472520.0,6827278.0,46087269.0,29466222.052954804,118682306.93988356,2242926.2310272623,0.0198315972758157,1.9831597275815754e-06,False,False,True,unknown
71,m4_2025.02.05_mcl2_mcl4__MCL4.4/P 2,"(3, 28, 512, 512)",19846594.0,47132100.0,7369629.0,50469177.0,45990826.66194203,145367689.95380756,4089049.351236325,0.028587704045757,2.8587704045757e-06,False,False,True,unknown
72,m4_2025.02.05_mcl2_mcl4__MCL4.4/P 4,"(3, 25, 512, 512)",16978352.0,45321864.0,8380169.0,53095255.0,37581257.82640676,132172264.97788724,2868987.619321169,0.0246071757639903,2.4607175763990345e-06,False,False,True,unknown
73,m4_2025.02.05_mcl2_mcl4__MCL4.4/P 1,"(3, 26, 512, 512)",12799364.0,44573916.0,7591804.0,57128249.0,46806432.22676843,129119945.95222716,4119407.7997117,0.0091530428233878,9.153042823387836e-07,False,False,True,unknown
75,m4_2025.02.05_mcl2_mcl4__Bead 5/P 3,"(3, 26, 512, 512)",9336860.0,33463225.0,6121854.0,42475314.0,45294548.430990525,130631829.74800506,3893961.633041349,0.008241208030099,8.241208030099026e-07,True,False,True,unknown
76,m4_2025.02.05_mcl2_mcl4__Bead 5/P 2,"(3, 16, 512, 512)",5291260.0,31188285.0,2685939.0,20967424.0,26504608.28434182,81520360.77293617,2292446.301805984,0.0140771322377859,1.4077132237785936e-06,True,False,True,unknown
77,m4_2025.02.05_mcl2_mcl4__Bead 5/P 4,"(3, 30, 512, 512)",12062962.0,48491104.0,8024140.0,54271931.0,53240524.39318352,150463702.97196925,4321725.988290759,0.0084457016731703,8.445701673170311e-07,True,False,True,unknown
78,m4_2025.02.05_mcl2_mcl4__Bead 5/P 1,"(3, 13, 512, 512)",5861864.0,45964569.0,2284381.0,23173175.0,28611303.81246898,60895099.12070422,2236661.293350146,0.0129522086075687,1.2952208607568762e-06,True,False,True,unknown
80,m4_2025.02.05_mcl2_mcl4__rLN1.5/P 3,"(3, 28, 512, 512)",10195775.0,71516279.0,8790661.0,73011919.0,54253788.29852217,137104728.31722742,3742962.853475594,0.0022262153203444,2.2262153203444805e-07,False,True,True,unknown
81,m4_2025.02.05_mcl2_mcl4__rLN1.5/P 4,"(3, 31, 512, 512)",12452230.0,61656754.0,9849092.0,61665184.0,42683981.90330638,167193100.83654803,3359132.3755210703,0.0069457839409231,6.945783940923158e-07,False,True,True,unknown
82,m4_2025.02.05_mcl2_mcl4__rLN1.5/P 2,"(3, 22, 512, 512)",6467254.0,31697023.0,5400743.0,34495679.0,28580091.50244408,119568437.4903943,2507470.00499205,0.0048554137015032,4.855413701503205e-07,False,True,True,unknown
83,m4_2025.02.05_mcl2_mcl4__rLN1.5/P 1,"(3, 20, 512, 512)",6172915.0,44706696.0,5044280.0,40956755.0,39731893.12858632,96070925.11484888,3252022.1566002667,0.0025789573114322,2.578957311432228e-07,False,True,True,unknown
85,m4_2025.02.05_mcl2_mcl4__MCL2.5/P 3,"(3, 29, 512, 512)",15539633.0,75812473.0,11154566.0,82256785.0,51963778.7906454,145344794.09613928,3559114.0725310137,0.0069959734273271,6.995973427327177e-07,False,False,True,unknown
86,m4_2025.02.05_mcl2_mcl4__MCL2.5/P 2,"(3, 25, 512, 512)",8916675.0,37242342.0,6799017.0,38728845.0,33878421.23178853,138375094.78048384,2654368.711367705,0.009604028171981,9.604028171981086e-07,False,False,True,unknown
